"type","format","version","dataName","data__|__version","data__|__id","data__|__key","data__|__name","data__|__title","data__|__blurb","data__|__info__attack","data__|__info__defense","data__|__info__magic","data__|__info__difficulty","data__|__image__full","data__|__image__sprite","data__|__image__group","data__|__image__x","data__|__image__y","data__|__image__w","data__|__image__h","data__|__tags__001","data__|__tags__002","data__|__partype","data__|__stats__hp","data__|__stats__hpperlevel","data__|__stats__mp","data__|__stats__mpperlevel","data__|__stats__movespeed","data__|__stats__armor","data__|__stats__armorperlevel","data__|__stats__spellblock","data__|__stats__spellblockperlevel","data__|__stats__attackrange","data__|__stats__hpregen","data__|__stats__hpregenperlevel","data__|__stats__mpregen","data__|__stats__mpregenperlevel","data__|__stats__crit","data__|__stats__critperlevel","data__|__stats__attackdamage","data__|__stats__attackdamageperlevel","data__|__stats__attackspeedperlevel","data__|__stats__attackspeed"
"","","","Kalista","11.7.1","Kalista","429","Kalista","the Spear of Vengeance","A specter of wrath and retribution, Kalista is the undying spirit of vengeance, an armored nightmare summoned from the Shadow Isles to hunt deceivers and traitors. The betrayed may cry out in blood to be avenged, but Kalista only answers those willing...","8","2","4","7","Kalista.png","champion1.png","champion","432","48","48","48","Marksman","","Mana","534","100","250","45","325","21","4","30","0.5","525","3.75","0.55","6.3","0.4","0","0","69","3.5","4","0.694"
"","","","Karma","11.7.1","Karma","43","Karma","the Enlightened One","No mortal exemplifies the spiritual traditions of Ionia more than Karma. She is the living embodiment of an ancient soul reincarnated countless times, carrying all her accumulated memories into each new life, and blessed with power that few can...","1","7","8","5","Karma.png","champion1.png","champion","0","96","48","48","Mage","Support","Mana","534","95","374","50","335","26","3.8","30","0.5","525","5.5","0.55","13","0.5","0","0","54","3.3","2.3","0.625"
"","","","Karthus","11.7.1","Karthus","30","Karthus","the Deathsinger","The harbinger of oblivion, Karthus is an undying spirit whose haunting songs are a prelude to the horror of his nightmarish appearance. The living fear the eternity of undeath, but Karthus sees only beauty and purity in its embrace, a perfect union of...","2","2","10","7","Karthus.png","champion1.png","champion","48","96","48","48","Mage","","Mana","550","87","467","30.5","335","18","3.5","30","0.5","450","6.5","0.55","8","0.8","0","0","46","3.25","2.11","0.625"
"","","","Kassadin","11.7.1","Kassadin","38","Kassadin","the Void Walker","Cutting a burning swath through the darkest places of the world, Kassadin knows his days are numbered. A widely traveled Shuriman guide and adventurer, he had chosen to raise a family among the peaceful southern tribesâ€”until the day his village was...","3","5","8","8","Kassadin.png","champion1.png","champion","96","96","48","48","Assassin","Mage","Mana","576","105","400","87","335","19","2.8","30","0.5","150","6","0.5","6","0.8","0","0","59","3.9","3.7","0.64"
"","","","Katarina","11.7.1","Katarina","55","Katarina","the Sinister Blade","Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven...","4","3","9","8","Katarina.png","champion1.png","champion","144","96","48","48","Assassin","Mage","None","602","94","0","0","340","28","3.5","32","1.25","125","7.5","0.7","0","0","0","0","58","3.2","2.74","0.658"
"","","","Kayle","11.7.1","Kayle","10","Kayle","the Righteous","Born to a Targonian Aspect at the height of the Rune Wars, Kayle honored her mother's legacy by fighting for justice on wings of divine flame. She and her twin sister Morgana were the protectors of Demacia for many yearsâ€”until Kayle became disillusioned...","6","6","7","7","Kayle.png","champion1.png","champion","192","96","48","48","Fighter","Support","Mana","600","85","330","50","335","26","3","30","0.5","175","5","0.5","8","0.8","0","0","50","2.5","1.5","0.625"
"","","","Kayn","11.7.1","Kayn","141","Kayn","the Shadow Reaper","A peerless practitioner of lethal shadow magic, Shieda Kayn battles to achieve his true destinyâ€”to one day lead the Order of Shadow into a new era of Ionian supremacy. He wields the sentient darkin weapon Rhaast, undeterred by its creeping corruption of...","10","6","1","8","Kayn.png","champion1.png","champion","240","96","48","48","Fighter","Assassin","Mana","585","85","410","50","340","38","3.3","32","1.25","175","8","0.75","11.5","0.95","0","0","68","3.3","2.7","0.669"
"","","","Kennen","11.7.1","Kennen","85","Kennen","the Heart of the Tempest","More than just the lightning-quick enforcer of Ionian balance, Kennen is the only yordle member of the Kinkou. Despite his small, furry stature, he is eager to take on any threat with a whirling storm of shuriken and boundless enthusiasm. Alongside his...","6","4","7","4","Kennen.png","champion1.png","champion","288","96","48","48","Mage","Marksman","Energy","541","84","200","0","335","29","3.75","30","0.5","550","5.5","0.65","50","0","0","0","48","3.75","3.4","0.625"
"","","","Khazix","11.7.1","Khazix","121","Kha'Zix","the Voidreaver","The Void grows, and the Void adaptsâ€”in none of its myriad spawn are these truths more apparent than Kha'Zix. Evolution drives the core of this mutating horror, born to survive and to slay the strong. Where it struggles to do so, it grows new, more...","9","4","3","6","Khazix.png","champion1.png","champion","336","96","48","48","Assassin","","Mana","573","85","327","40","350","36","3","32","1.25","125","7.5","0.75","7.59","0.5","0","0","63","3.1","2.7","0.668"
"","","","Kindred","11.7.1","Kindred","203","Kindred","The Eternal Hunters","Separate, but never parted, Kindred represents the twin essences of death. Lamb's bow offers a swift release from the mortal realm for those who accept their fate. Wolf hunts down those who run from their end, delivering violent finality within his...","8","2","2","4","Kindred.png","champion1.png","champion","384","96","48","48","Marksman","","Mana","540","85","300","35","325","29","3.5","30","0.5","500","7","0.55","7","0.4","0","0","65","2.5","3.5","0.625"
"","","","Kled","11.7.1","Kled","240","Kled","the Cantankerous Cavalier","A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the...","8","2","2","7","Kled.png","champion1.png","champion","432","96","48","48","Fighter","Tank","Courage","340","70","100","0","345","35","4","28","1.25","125","6","0.75","0","0","0","0","65","3.5","3.5","0.625"
"","","","KogMaw","11.7.1","KogMaw","96","Kog'Maw","the Mouth of the Abyss","Belched forth from a rotting Void incursion deep in the wastelands of Icathia, Kog'Maw is an inquisitive yet putrid creature with a caustic, gaping mouth. This particular Void-spawn needs to gnaw and drool on anything within reach to truly understand it...","8","2","5","6","KogMaw.png","champion2.png","champion","0","0","48","48","Marksman","Mage","Mana","565","85","325","40","330","24","3.25","30","0.5","500","3.75","0.55","8.75","0.7","0","0","61","3.11","2.65","0.665"
"","","","Leblanc","11.7.1","Leblanc","7","LeBlanc","the Deceiver","Mysterious even to other members of the Black Rose cabal, LeBlanc is but one of many names for a pale woman who has manipulated people and events since the earliest days of Noxus. Using her magic to mirror herself, the sorceress can appear to anyone...","1","4","10","9","Leblanc.png","champion2.png","champion","48","0","48","48","Assassin","Mage","Mana","528","97","334","50","340","22","3.5","30","0.5","525","7.5","0.55","6","0.8","0","0","55","3.5","1.4","0.625"
"","","","LeeSin","11.7.1","LeeSin","64","Lee Sin","the Blind Monk","A master of Ionia's ancient martial arts, Lee Sin is a principled fighter who channels the essence of the dragon spirit to face any challenge. Though he lost his sight many years ago, the warrior-monk has devoted his life to protecting his homeland...","8","5","3","6","LeeSin.png","champion2.png","champion","96","0","48","48","Fighter","Assassin","Energy","575","85","200","0","345","36","3.7","32","1.25","125","7.5","0.7","50","0","0","0","70","3.7","3","0.651"
"","","","Leona","11.7.1","Leona","89","Leona","the Radiant Dawn","Imbued with the fire of the sun, Leona is a holy warrior of the Solari who defends Mount Targon with her Zenith Blade and the Shield of Daybreak. Her skin shimmers with starfire while her eyes burn with the power of the celestial Aspect within her...","4","8","3","4","Leona.png","champion2.png","champion","144","0","48","48","Tank","Support","Mana","576","87","302","40","335","47","3.6","32","1.25","125","8.5","0.85","6","0.8","0","0","60","3","2.9","0.625"
"","","","Lillia","11.7.1","Lillia","876","Lillia","the Bashful Bloom","Intensely shy, the fae fawn Lillia skittishly wanders Ionia's forests. Hiding just out of sight of mortalsâ€”whose mysterious natures have long captivated, but intimidated, herâ€”Lillia hopes to discover why their dreams no longer reach the ancient Dreaming...","0","2","10","8","Lillia.png","champion2.png","champion","192","0","48","48","Fighter","Mage","Mana","580","90","410","50","330","20","4","32","0.75","325","9","0.75","11.5","0.95","0","0","61","3.1","2.7","0.625"
"","","","Lissandra","11.7.1","Lissandra","127","Lissandra","the Ice Witch","Lissandra's magic twists the pure power of ice into something dark and terrible. With the force of her black ice, she does more than freezeâ€”she impales and crushes those who oppose her. To the terrified denizens of the north, she is known only as ''The...","2","5","8","6","Lissandra.png","champion2.png","champion","240","0","48","48","Mage","","Mana","550","90","475","30","325","22","3.7","30","0.5","550","7","0.55","8","0.4","0","0","53","2.7","1.36","0.656"
"","","","Lucian","11.7.1","Lucian","236","Lucian","the Purifier","Lucian, a Sentinel of Light, is a grim hunter of undying spirits, pursuing them relentlessly and annihilating them with his twin relic pistols. After the wraith Thresh slew his wife, Lucian embarked on the path of vengeanceâ€”but even with her return to...","8","5","3","6","Lucian.png","champion2.png","champion","288","0","48","48","Marksman","","Mana","571","86","348.88","38","335","28","3","30","0.5","500","3.75","0.65","8.18","0.7","0","0","64","2.3","3.3","0.638"
"","","","Lulu","11.7.1","Lulu","117","Lulu","the Fae Sorceress","The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this...","4","5","7","5","Lulu.png","champion2.png","champion","336","0","48","48","Support","Mage","Mana","525","74","350","55","330","29","3.7","30","0.5","550","6","0.6","11","0.6","0","0","47","2.6","2.25","0.625"
"","","","Lux","11.7.1","Lux","99","Lux","the Lady of Luminosity","Luxanna Crownguard hails from Demacia, an insular realm where magical abilities are viewed with fear and suspicion. Able to bend light to her will, she grew up dreading discovery and exile, and was forced to keep her power secret, in order to preserve...","2","4","9","5","Lux.png","champion2.png","champion","384","0","48","48","Mage","Support","Mana","490","85","480","23.5","330","19","4","30","0.5","550","5.5","0.55","8","0.8","0","0","54","3.3","1","0.669"
"","","","Malphite","11.7.1","Malphite","54","Malphite","Shard of the Monolith","A massive creature of living stone, Malphite struggles to impose blessed order on a chaotic world. Birthed as a servitor-shard to an otherworldly obelisk known as the Monolith, he used his tremendous elemental strength to maintain and protect his...","5","9","7","2","Malphite.png","champion2.png","champion","432","0","48","48","Tank","Fighter","Mana","574","90","280","60","335","37","3.75","28","1.25","125","7","0.55","7.32","0.55","0","0","62","4","3.4","0.736"
"","","","Malzahar","11.7.1","Malzahar","90","Malzahar","the Prophet of the Void","A zealous seer dedicated to the unification of all life, Malzahar truly believes the newly emergent Void to be the path to Runeterra's salvation. In the desert wastes of Shurima, he followed the voices that whispered in his mind, all the way to ancient...","2","2","9","6","Malzahar.png","champion2.png","champion","0","48","48","48","Mage","Assassin","Mana","537","87","375","27.5","335","18","3.5","30","0.5","500","6","0.6","8","0.8","0","0","55","3","1.5","0.625"
"","","","Maokai","11.7.1","Maokai","57","Maokai","the Twisted Treant","Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his...","3","8","6","3","Maokai.png","champion2.png","champion","48","48","48","48","Tank","Mage","Mana","565","95","375","43","335","39","4","32","1.25","125","5","0.75","7.2","0.6","0","0","64","3.3","2.125","0.8"
"","","","MasterYi","11.7.1","MasterYi","11","Master Yi","the Wuju Bladesman","Master Yi has tempered his body and sharpened his mind, so that thought and action have become almost as one. Though he chooses to enter into violence only as a last resort, the grace and speed of his blade ensures resolution is always swift. As one of...","10","4","2","4","MasterYi.png","champion2.png","champion","96","48","48","48","Assassin","Fighter","Mana","599","92","251","42","355","33","3","32","1.25","125","7.5","0.65","7.26","0.45","0","0","66","3","2","0.679"
"","","","MissFortune","11.7.1","MissFortune","21","Miss Fortune","the Bounty Hunter","A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her familyâ€”an act she brutally...","8","2","5","1","MissFortune.png","champion2.png","champion","144","48","48","48","Marksman","","Mana","570","93","325.84","35","325","28","3","30","0.5","550","3.75","0.65","8.04","0.65","0","0","52","2.7","3","0.656"
"","","","MonkeyKing","11.7.1","MonkeyKing","62","Wukong","the Monkey King","Wukong is a vastayan trickster who uses his strength, agility, and intelligence to confuse his opponents and gain the upper hand. After finding a lifelong friend in the warrior known as Master Yi, Wukong became the last student of the ancient martial...","8","5","2","3","MonkeyKing.png","champion2.png","champion","192","48","48","48","Fighter","Tank","Mana","540","85","300","65","345","31","3.5","28","1.25","175","4","0.65","8","0.65","0","0","68","4","3","0.711"
"","","","Mordekaiser","11.7.1","Mordekaiser","82","Mordekaiser","the Iron Revenant","Twice slain and thrice born, Mordekaiser is a brutal warlord from a foregone epoch who uses his necromantic sorcery to bind souls into an eternity of servitude. Few now remain who remember his earlier conquests, or know the true extent of his powersâ€”but...","4","6","7","4","Mordekaiser.png","champion2.png","champion","240","48","48","48","Fighter","","Shield","575","90","100","0","335","37","3","32","1.25","175","5","0.75","0","0","0","0","61","4","1","0.625"
"","","","Morgana","11.7.1","Morgana","25","Morgana","the Fallen","Conflicted between her celestial and mortal natures, Morgana bound her wings to embrace humanity, and inflicts her pain and bitterness upon the dishonest and the corrupt. She rejects laws and traditions she believes are unjust, and fights for truth from...","1","6","8","1","Morgana.png","champion2.png","champion","288","48","48","48","Mage","Support","Mana","560","90","340","60","335","25","3.8","30","0.5","450","5.5","0.4","11","0.4","0","0","56","3.5","1.53","0.625"
"","","","Nami","11.7.1","Nami","267","Nami","the Tidecaller","A headstrong young vastaya of the seas, Nami was the first of the Marai tribe to leave the waves and venture onto dry land, when their ancient accord with the Targonians was broken. With no other option, she took it upon herself to complete the sacred...","4","3","7","5","Nami.png","champion2.png","champion","336","48","48","48","Support","Mage","Mana","475","74","365","43","335","29","4","30","0.5","550","5.5","0.55","11.5","0.4","0","0","51","3.1","2.61","0.644"
"","","","Nasus","11.7.1","Nasus","75","Nasus","the Curator of the Sands","Nasus is an imposing, jackal-headed Ascended being from ancient Shurima, a heroic figure regarded as a demigod by the people of the desert. Fiercely intelligent, he was a guardian of knowledge and peerless strategist whose wisdom guided the ancient...","7","5","6","6","Nasus.png","champion2.png","champion","384","48","48","48","Fighter","Tank","Mana","561","90","326","62","350","34","3.5","32","1.25","125","9","0.9","7.44","0.5","0","0","67","3.5","3.48","0.638"
"","","","Nautilus","11.7.1","Nautilus","111","Nautilus","the Titan of the Depths","A lonely legend as old as the first piers sunk in Bilgewater, the armored goliath known as Nautilus roams the dark waters off the coast of the Blue Flame Isles. Driven by a forgotten betrayal, he strikes without warning, swinging his enormous anchor to...","4","6","6","6","Nautilus.png","champion2.png","champion","432","48","48","48","Tank","Fighter","Mana","576","86","400","47","325","39","3.75","32","1.25","175","8.5","0.55","8.63","0.5","0","0","61","3.3","1","0.706"
"","","","Neeko","11.7.1","Neeko","518","Neeko","the Curious Chameleon","Hailing from a long lost tribe of vastaya, Neeko can blend into any crowd by borrowing the appearances of others, even absorbing something of their emotional state to tell friend from foe in an instant. No one is ever sure whereâ€”or whoâ€”Neeko might be...","1","1","9","5","Neeko.png","champion2.png","champion","0","96","48","48","Mage","Support","Mana","540","90","450","30","340","21","4","30","0.5","550","7.5","0.75","7","0.7","0","0","48","2.5","3.5","0.625"
"","","","Nidalee","11.7.1","Nidalee","76","Nidalee","the Bestial Huntress","Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear...","5","4","7","8","Nidalee.png","champion2.png","champion","48","96","48","48","Assassin","Mage","Mana","545","85","295","45","335","28","3.5","30","0.5","525","6","0.6","6","0.8","0","0","58","3.5","3.22","0.638"
"","","","Nocturne","11.7.1","Nocturne","56","Nocturne","the Eternal Nightmare","A demonic amalgamation drawn from the nightmares that haunt every sentient mind, the thing known as Nocturne has become a primordial force of pure evil. It is liquidly chaotic in aspect, a faceless shadow with cold eyes and armed with wicked-looking...","9","5","2","4","Nocturne.png","champion2.png","champion","96","96","48","48","Assassin","Fighter","Mana","585","85","275","35","345","38","3.5","32","0.75","125","7","0.75","7","0.45","0","0","62","3.1","2.7","0.721"
"","","","Nunu","11.7.1","Nunu","20","Nunu & Willump","the Boy and His Yeti","Once upon a time, there was a boy who wanted to prove he was a hero by slaying a fearsome monsterâ€”only to discover that the beast, a lonely and magical yeti, merely needed a friend. Bound together by ancient power and a shared love of snowballs, Nunu...","4","6","7","4","Nunu.png","champion2.png","champion","144","96","48","48","Tank","Fighter","Mana","540","82","280","42","340","29","3","32","1.25","125","5","0.8","7","0.5","0","0","61","3","2.25","0.625"
"","","","Olaf","11.7.1","Olaf","2","Olaf","the Berserker","An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passingâ€”a coward's fate, and a great...","9","5","3","3","Olaf.png","champion2.png","champion","192","96","48","48","Fighter","Tank","Mana","575","93","316","42","350","35","3","32","1.25","125","8.5","0.9","7.47","0.58","0","0","68","3.5","2.7","0.694"
"","","","Orianna","11.7.1","Orianna","61","Orianna","the Lady of Clockwork","Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice...","4","3","9","7","Orianna.png","champion2.png","champion","240","96","48","48","Mage","Support","Mana","530","91","418","25","325","17","3","26","0.5","525","7","0.55","8","0.8","0","0","40","2.6","3.5","0.658"
"","","","Ornn","11.7.1","Ornn","516","Ornn","The Fire below the Mountain","Ornn is the Freljordian spirit of forging and craftsmanship. He works in the solitude of a massive smithy, hammered out from the lava caverns beneath the volcano Hearth-Home. There he stokes bubbling cauldrons of molten rock to purify ores and fashion...","5","9","3","5","Ornn.png","champion2.png","champion","288","96","48","48","Tank","Fighter","Mana","590","95","340.6","65","335","33","4","32","1.25","175","9","0.9","8.01","0.6","0","0","69","3.5","2","0.625"
"","","","Pantheon","11.7.1","Pantheon","80","Pantheon","the Unbreakable Spear","Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn...","9","4","3","4","Pantheon.png","champion2.png","champion","336","96","48","48","Fighter","Assassin","Mana","580","95","317.12","31","345","40","3.75","28","1.25","175","9","0.65","7.36","0.45","0","0","64","3.3","2.95","0.644"
"","","","Poppy","11.7.1","Poppy","78","Poppy","Keeper of the Hammer","Runeterra has no shortage of valiant champions, but few are as tenacious as Poppy. Bearing the legendary hammer of Orlon, a weapon twice her size, this determined yordle has spent untold years searching in secret for the fabled â€œHero of Demacia,â€ said...","6","7","2","6","Poppy.png","champion2.png","champion","384","96","48","48","Tank","Fighter","Mana","540","90","280","40","345","38","3.5","32","1.25","125","8","0.8","7","0.7","0","0","64","4","2.5","0.625"
"","","","Pyke","11.7.1","Pyke","555","Pyke","the Bloodharbor Ripper","A renowned harpooner from the slaughter docks of Bilgewater, Pyke should have met his death in the belly of a gigantic jaull-fishâ€¦ and yet, he returned. Now, stalking the dank alleys and backways of his former hometown, he uses his new supernatural...","9","3","1","7","Pyke.png","champion2.png","champion","432","96","48","48","Support","Assassin","Mana","600","90","415","50","330","45","3.5","32","1.25","150","7","0.5","8","1","0","0","62","2","2.5","0.667"
"","","","Qiyana","11.7.1","Qiyana","246","Qiyana","Empress of the Elements","In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the...","0","2","4","8","Qiyana.png","champion3.png","champion","0","0","48","48","Assassin","Fighter","Mana","590","90","320","50","335","28","3.5","32","1.25","150","9","0.9","8","0.7","0","0","66","3.1","2.1","0.625"
"","","","Quinn","11.7.1","Quinn","133","Quinn","Demacia's Wings","Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two...","9","4","2","5","Quinn.png","champion3.png","champion","48","0","48","48","Marksman","Assassin","Mana","533","85","269","35","335","28","3.5","30","0.5","525","5.5","0.55","6.97","0.4","0","0","59","2.4","3.1","0.668"
"","","","Rakan","11.7.1","Rakan","497","Rakan","The Charmer","As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties...","2","4","8","5","Rakan.png","champion3.png","champion","96","0","48","48","Support","","Mana","540","85","315","50","335","32","3.9","32","1.25","300","5","0.5","8.75","0.5","0","0","62","3.5","3","0.635"
"","","","Rammus","11.7.1","Rammus","33","Rammus","the Armordillo","Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goesâ€”from demigod, to sacred oracle, to a mere beast...","4","10","5","5","Rammus.png","champion3.png","champion","144","0","48","48","Tank","Fighter","Mana","564","80","310","33","335","36","4.3","32","1.25","125","8","0.55","7.84","0.5","0","0","56","3.5","2.215","0.656"
"","","","RekSai","11.7.1","RekSai","421","Rek'Sai","the Void Burrower","An apex predator, Rek'Sai is a merciless Void-spawn that tunnels beneath the ground to ambush and devour unsuspecting prey. Her insatiable hunger has laid waste to entire regions of the once-great empire of Shurimaâ€”merchants, traders, even armed...","8","5","2","3","RekSai.png","champion3.png","champion","192","0","48","48","Fighter","","Rage","570","85","100","0","335","36","3.75","32","1.25","175","7.5","0.65","0","0","0","0","64","3","2","0.667"
"","","","Rell","11.7.1","Rell","526","Rell","the Iron Maiden","The product of brutal experimentation at the hands of the Black Rose, Rell is a defiant, living weapon determined to topple Noxus. Her childhood was one of misery and horror, enduring unspeakable procedures to perfect and weaponize her magical control...","0","0","0","0","Rell.png","champion3.png","champion","240","0","48","48","Tank","","Mana","540","90","350","45","335","32","3","32.1","1.25","175","7","0.55","6","0.35","0","0","55","3","2","0.55"
"","","","Renekton","11.7.1","Renekton","58","Renekton","the Butcher of the Sands","Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed...","8","5","2","3","Renekton.png","champion3.png","champion","288","0","48","48","Fighter","Tank","Fury","575","87","100","0","345","35","4","32","1.25","125","8","0.75","0","0","0","0","69","3.75","2.75","0.665"
"","","","Rengar","11.7.1","Rengar","107","Rengar","the Pridestalker","Rengar is a ferocious vastayan trophy hunter who lives for the thrill of tracking down and killing dangerous creatures. He scours the world for the most fearsome beasts he can find, especially seeking any trace of Kha'Zix, the void creature who...","7","4","2","8","Rengar.png","champion3.png","champion","336","0","48","48","Assassin","Fighter","Ferocity","585","90","4","0","345","34","3","32","1.25","125","7","0.5","0","0","0","0","68","3","3","0.667"
"","","","Riven","11.7.1","Riven","92","Riven","the Exile","Once a swordmaster in the warhosts of Noxus, Riven is an expatriate in a land she previously tried to conquer. She rose through the ranks on the strength of her conviction and brutal efficiency, and was rewarded with a legendary runic blade and a...","8","5","1","8","Riven.png","champion3.png","champion","384","0","48","48","Fighter","Assassin","None","560","86","0","0","340","33","3.2","32","1.25","125","8.5","0.5","0","0","0","0","64","3","3.5","0.625"
"","","","Rumble","11.7.1","Rumble","68","Rumble","the Mechanized Menace","Rumble is a young inventor with a temper. Using nothing more than his own two hands and a heap of scrap, the feisty yordle constructed a colossal mech suit outfitted with an arsenal of electrified harpoons and incendiary rockets. Though others may scoff...","3","6","8","10","Rumble.png","champion3.png","champion","432","0","48","48","Fighter","Mage","Heat","589","85","100","0","345","31","3.5","32","1.25","125","8","0.6","0","0","0","0","61","3.2","1.85","0.644"
"","","","Ryze","11.7.1","Ryze","13","Ryze","the Rune Mage","Widely considered one of the most adept sorcerers on Runeterra, Ryze is an ancient, hard-bitten archmage with an impossibly heavy burden to bear. Armed with immense arcane power and a boundless constitution, he tirelessly hunts for World Runesâ€”fragments...","2","2","10","7","Ryze.png","champion3.png","champion","0","48","48","48","Mage","Fighter","Mana","575","98","300","70","340","22","3","36","0.5","550","8","0.8","8","1","0","0","58","3","2.112","0.625"
